date,12H,T_mean,P0_mean
2017-10-17,0,24.7,629.9300000000001
2017-10-17,1,18.857142857142858,629.3857142857142
2017-10-18,0,24.4,628.99
2017-10-18,1,19.9,629.1499999999999
2017-10-19,0,23.625,629.7375000000001
2017-10-19,1,18.88888888888889,628.7333333333333
2017-10-20,0,23.125,630.175
2017-10-20,1,19.571428571428573,630.1999999999999
2017-10-21,0,20.181818181818183,629.6727272727273
2017-10-21,1,17.75,629.4125
2017-10-22,0,25.0,630.4333333333334
2017-10-22,1,16.727272727272727,629.4454545454544
2017-10-23,0,21.545454545454547,629.6636363636363
2017-10-23,1,18.6,629.4
2017-10-24,0,22.416666666666668,629.55
2017-10-24,1,18.454545454545453,629.1454545454546
2017-10-25,0,20.818181818181817,628.9545454545455
2017-10-25,1,17.916666666666668,628.7333333333333
2017-10-26,0,22.666666666666668,629.5777777777778
2017-10-26,1,17.416666666666668,628.3666666666668
2017-10-27,0,23.0,628.68
2017-10-27,1,18.555555555555557,628.811111111111
2017-10-28,0,23.88888888888889,629.311111111111
2017-10-28,1,18.4,628.4799999999999
2017-10-29,0,22.333333333333332,629.3666666666667
2017-10-29,1,19.25,629.575
2017-10-30,0,21.77777777777778,629.5555555555555
2017-10-30,1,17.77777777777778,628.7444444444444
2017-10-31,0,22.75,630.2916666666667
2017-10-31,1,17.75,628.825
2017-11-01,0,22.75,629.7874999999999
2017-11-01,1,17.916666666666668,629.1416666666668
2017-11-02,0,19.333333333333332,629.3333333333334
2017-11-02,1,18.0,629.56
2017-11-03,0,18.09090909090909,627.7363636363636
2017-11-03,1,17.666666666666668,628.85
2017-11-04,0,20.7,628.21
2017-11-04,1,17.25,627.9333333333333
2017-11-05,0,18.666666666666668,627.7416666666667
2017-11-05,1,16.8,628.0699999999999
2017-11-06,0,21.666666666666668,628.1500000000001
2017-11-06,1,16.75,628.0333333333333
2017-11-07,0,20.916666666666668,628.2333333333333
2017-11-07,1,17.666666666666668,627.6
2017-11-08,0,21.7,628.64
2017-11-08,1,17.416666666666668,627.9499999999999
2017-11-09,0,21.571428571428573,628.5714285714286
2017-11-09,1,17.5,628.1
2017-11-10,0,22.0,627.9875000000001
2017-11-10,1,17.11111111111111,627.9000000000001
2017-11-11,0,20.8,627.64
2017-11-12,0,21.1,628.56
2017-11-12,1,17.22222222222222,628.0333333333333
2017-11-13,0,22.0,628.8499999999999
2017-11-13,1,17.555555555555557,627.8333333333334
2017-11-14,0,19.333333333333332,627.8333333333334
2017-11-14,1,17.6,628.0199999999999
2017-11-15,0,21.0,628.725
2017-11-15,1,17.09090909090909,627.6727272727272
2017-11-16,0,21.454545454545453,628.5545454545455
2017-11-16,1,18.2,628.13
2017-11-17,0,22.22222222222222,628.7555555555556
2017-11-17,1,17.333333333333332,628.0333333333334
2017-11-18,0,21.6,628.8900000000001
2017-11-18,1,17.6,628.4800000000001
2017-11-19,0,20.4,628.7699999999999
2017-11-19,1,17.0,628.03
2017-11-20,0,21.0,629.1666666666667
2017-11-20,1,16.636363636363637,628.3727272727273
2017-11-21,0,21.833333333333332,628.7166666666668
2017-11-21,1,17.363636363636363,628.1181818181819
2017-11-22,0,23.555555555555557,628.7555555555556
2017-11-22,1,18.0,627.9363636363637
2017-11-24,0,22.7,628.8600000000001
2017-11-24,1,20.5,629.65
2017-11-25,0,21.75,629.3499999999999
2017-11-25,1,17.5,628.25
2017-11-26,0,21.166666666666668,630.3083333333333
2017-11-26,1,17.3,629.2
2017-11-27,0,21.5,630.0916666666666
2017-11-27,1,18.0,629.7375
2017-11-28,0,22.0,629.625
2017-11-28,1,17.75,629.1916666666668
2017-11-29,0,22.818181818181817,629.9727272727274
2017-11-29,1,18.181818181818183,629.2090909090911
2017-11-30,0,21.454545454545453,629.8999999999999
2017-11-30,1,17.666666666666668,628.825
2017-12-01,0,24.5,630.0333333333334
2017-12-01,1,17.636363636363637,628.6909090909091
2017-12-02,0,22.545454545454547,629.2818181818183
2017-12-02,1,18.833333333333332,628.9333333333333
2017-12-03,1,17.25,628.475
2017-12-04,1,17.25,628.5500000000001
2017-12-05,0,22.88888888888889,629.3555555555555
2017-12-05,1,20.5,630.6
2017-12-06,0,23.0,628.88
2017-12-06,1,18.333333333333332,628.8333333333334
2017-12-07,0,24.75,629.0749999999999
2017-12-07,1,19.444444444444443,628.6555555555556
2017-12-08,1,17.444444444444443,627.5
2017-12-09,0,21.8,628.09
2017-12-09,1,19.666666666666668,628.4333333333334
2017-12-10,0,21.416666666666668,628.7583333333334
2017-12-10,1,17.5,628.03
2017-12-11,0,21.09090909090909,629.5909090909091
2017-12-11,1,16.5,628.1000000000001
2017-12-12,0,22.9,629.95
2017-12-12,1,18.09090909090909,629.3363636363638
2017-12-13,0,24.0,630.6333333333333
2017-12-13,1,17.75,629.0125
2017-12-14,0,24.0,630.525
2017-12-14,1,18.75,629.2625
2017-12-15,0,24.083333333333332,629.6916666666666
2017-12-15,1,19.7,629.57
2017-12-16,0,24.5,630.075
2017-12-16,1,19.2,629.02
2017-12-17,0,23.88888888888889,629.7666666666667
2017-12-17,1,18.666666666666668,629.0666666666666
2017-12-18,0,23.1,629.3999999999999
2017-12-18,1,18.125,629.0875
2017-12-19,0,19.90909090909091,628.7545454545453
2017-12-19,1,18.0,628.1666666666666
2017-12-20,0,22.75,630.4000000000001
2017-12-20,1,16.666666666666668,628.7444444444444
2017-12-21,0,21.666666666666668,629.9499999999999
2017-12-21,1,17.714285714285715,628.9857142857144
2017-12-22,0,22.444444444444443,629.8111111111112
2017-12-22,1,16.75,628.6166666666667
2017-12-23,0,23.181818181818183,629.1545454545454
2017-12-23,1,17.88888888888889,628.4333333333334
2017-12-24,0,23.583333333333332,628.9416666666667
2017-12-24,1,16.90909090909091,627.6272727272727
2017-12-25,0,23.416666666666668,629.7833333333333
2017-12-25,1,18.818181818181817,628.3545454545454
2017-12-26,0,23.5,629.5083333333333
2017-12-26,1,18.272727272727273,628.8636363636365
2017-12-27,0,24.125,629.4125
2017-12-27,1,17.571428571428573,627.8428571428573
2017-12-28,0,24.666666666666668,629.3444444444444
2017-12-28,1,18.0,628.0666666666667
2017-12-29,0,24.09090909090909,630.0181818181819
2017-12-29,1,20.333333333333332,629.3666666666667
2017-12-30,0,23.666666666666668,629.675
2017-12-30,1,17.583333333333332,628.2333333333335
2017-12-31,0,25.4,629.4699999999999
2017-12-31,1,20.25,629.6999999999999
2018-01-01,0,24.75,628.2500000000001
2018-01-01,1,19.22222222222222,628.3666666666667
2018-01-02,0,21.818181818181817,627.3818181818183
2018-01-02,1,18.666666666666668,627.9333333333333
2018-01-03,0,22.0,627.7499999999999
2018-01-03,1,18.636363636363637,627.6818181818181
2018-01-04,0,19.545454545454547,627.8454545454545
2018-01-04,1,17.333333333333332,627.4
2018-01-05,0,24.444444444444443,628.3333333333333
2018-01-05,1,17.272727272727273,627.3636363636365
2018-01-06,0,23.25,628.05
2018-01-06,1,18.8,627.41
2018-01-07,0,22.833333333333332,628.5833333333333
2018-01-07,1,18.333333333333332,627.8555555555555
2018-01-08,0,24.25,629.4583333333334
2018-01-08,1,17.555555555555557,627.6777777777778
2018-01-09,0,23.333333333333332,629.7583333333333
2018-01-09,1,18.666666666666668,628.4583333333334
2018-01-10,0,22.5,628.6833333333333
2018-01-10,1,17.916666666666668,628.525
2018-01-11,0,22.166666666666668,629.025
2018-01-11,1,18.181818181818183,627.7272727272726
2018-01-12,0,22.4,628.9799999999999
2018-01-12,1,17.333333333333332,628.1333333333336
2018-01-13,0,22.6,628.95
2018-01-13,1,17.727272727272727,628.5090909090909
2018-01-14,0,23.166666666666668,628.8166666666666
2018-01-14,1,17.09090909090909,628.1272727272727
2018-01-15,0,23.916666666666668,629.625
2018-01-15,1,18.727272727272727,628.4727272727273
2018-01-16,0,24.5,629.2916666666667
2018-01-16,1,17.25,627.8583333333335
2018-01-17,0,24.416666666666668,628.75
2018-01-17,1,17.454545454545453,627.4727272727273
2018-01-18,0,25.416666666666668,629.0916666666668
2018-01-18,1,17.90909090909091,627.7818181818183
2018-01-19,0,25.2,628.87
2018-01-19,1,19.75,628.1
2018-01-20,0,24.0,629.4272727272727
2018-01-20,1,18.3,628.24
2018-01-21,0,24.416666666666668,629.7333333333333
2018-01-21,1,18.0,628.4363636363638
2018-01-22,0,25.1,629.16
2018-01-22,1,17.272727272727273,627.7900000000001
2018-01-23,0,24.818181818181817,628.9909090909091
2018-01-23,1,18.11111111111111,627.9
2018-01-24,0,24.833333333333332,629.1249999999999
2018-01-24,1,17.1,626.6899999999999
2018-01-25,0,22.90909090909091,628.1636363636363
2018-01-25,1,19.0,627.9636363636364
2018-01-26,0,23.2,628.4
2018-01-26,1,18.666666666666668,627.7916666666666
2018-01-27,0,24.583333333333332,629.0916666666666
2018-01-27,1,18.88888888888889,627.9111111111112
2018-01-28,0,25.545454545454547,629.4454545454546
2018-01-28,1,18.666666666666668,627.7916666666667
2018-01-29,0,26.77777777777778,629.7777777777777
2018-01-29,1,17.454545454545453,627.6363636363635
2018-01-30,0,26.5,629.7299999999999
2018-01-30,1,18.88888888888889,628.3222222222222
2018-01-31,0,25.3,629.67
2018-01-31,1,18.636363636363637,628.2454545454544
2018-02-01,0,24.636363636363637,629.4090909090909
2018-02-01,1,18.8,628.09
2018-02-02,0,24.77777777777778,629.6555555555556
2018-02-02,1,17.666666666666668,627.5833333333333
2018-02-03,0,25.5,630.1800000000001
2018-02-03,1,17.2,628.03
2018-02-04,0,25.454545454545453,629.7454545454545
2018-02-04,1,17.4,627.7800000000001
2018-02-05,0,24.25,629.2583333333333
2018-02-05,1,19.363636363636363,628.6181818181818
2018-02-06,0,25.833333333333332,629.55
2018-02-06,1,19.5,628.375
2018-02-07,0,24.7,629.25
2018-02-07,1,20.666666666666668,629.6999999999999
2018-02-08,0,25.285714285714285,629.3857142857142
2018-02-08,1,17.5,628.025
2018-02-09,0,24.166666666666668,629.1833333333333
2018-02-09,1,17.0,627.8363636363637
2018-02-10,0,24.583333333333332,629.2416666666667
2018-02-10,1,18.25,627.3750000000001
2018-02-11,0,23.833333333333332,630.4333333333334
2018-02-11,1,17.545454545454547,628.0363636363636
2018-02-12,0,23.583333333333332,631.3666666666667
2018-02-12,1,18.166666666666668,629.2583333333333
2018-02-13,0,24.0,631.4916666666668
2018-02-13,1,17.0,629.6636363636362
2018-02-14,0,24.545454545454547,631.3636363636364
2018-02-14,1,18.333333333333332,629.2916666666667
2018-02-15,0,23.0,630.7000000000002
2018-02-15,1,18.166666666666668,629.2666666666668
2018-02-16,0,24.083333333333332,630.975
2018-02-16,1,17.583333333333332,629.3249999999999
2018-02-17,0,24.0,629.9833333333333
2018-02-17,1,19.363636363636363,629.6181818181818
2018-02-18,0,25.285714285714285,629.4714285714284
2018-02-18,1,18.75,628.0083333333333
2018-02-19,0,26.2,629.62
2018-02-19,1,19.5,627.9916666666668
2018-02-20,0,24.5,628.6583333333333
2018-02-20,1,19.714285714285715,628.6428571428571
2018-02-21,0,26.833333333333332,628.9333333333334
2018-02-21,1,19.818181818181817,627.9363636363637
2018-02-22,0,26.272727272727273,628.5818181818182
2018-02-22,1,20.25,627.3
2018-02-23,0,26.9,628.67
2018-02-23,1,20.0,627.0749999999999
2018-02-24,0,26.583333333333332,629.6250000000001
2018-02-24,1,19.8,627.9399999999999
2018-02-25,0,27.333333333333332,630.1583333333333
2018-02-25,1,20.6,629.0400000000001
2018-02-26,0,28.22222222222222,630.0777777777778
2018-02-26,1,21.333333333333332,628.5583333333334
2018-02-27,0,27.1,629.45
2018-02-27,1,20.625,628.85
2018-02-28,0,26.833333333333332,628.625
2018-02-28,1,20.545454545454547,628.4090909090909
2018-03-01,0,21.083333333333332,627.3083333333333
2018-03-01,1,19.583333333333332,627.3583333333333
2018-03-02,0,19.166666666666668,626.8249999999999
2018-03-02,1,17.22222222222222,627.1333333333333
2018-03-03,0,21.22222222222222,626.8
2018-03-03,1,17.09090909090909,626.6545454545454
2018-03-04,0,18.4,627.0600000000001
2018-03-04,1,17.11111111111111,627.2777777777777
2018-03-05,0,19.77777777777778,627.7888888888888
2018-03-05,1,18.2,628.3799999999999
2018-03-06,0,20.25,628.5083333333333
2018-03-06,1,19.75,629.5
2018-03-07,0,24.22222222222222,629.6444444444445
2018-03-07,1,17.75,628.7666666666667
2018-03-08,0,24.272727272727273,629.4818181818183
2018-03-08,1,22.333333333333332,630.6
2018-03-09,0,23.875,628.1999999999999
2018-03-09,1,20.083333333333332,628.525
2018-03-10,0,20.333333333333332,627.625
2018-03-10,1,19.333333333333332,628.4833333333333
2018-03-11,0,20.7,628.08
2018-03-11,1,18.333333333333332,627.9166666666666
2018-03-12,0,20.11111111111111,628.6888888888889
2018-03-12,1,17.6,628.2700000000001
2018-03-13,0,19.818181818181817,628.7545454545455
2018-03-13,1,18.0,628.4545454545455
2018-03-14,0,23.0,628.5166666666668
2018-03-14,1,18.083333333333332,628.5583333333334
2018-03-15,0,18.454545454545453,627.1818181818182
2018-03-15,1,17.583333333333332,627.2499999999999
2018-03-16,0,19.714285714285715,627.7571428571429
2018-03-16,1,17.444444444444443,628.0555555555555
2018-03-17,0,19.5,626.6166666666667
2018-03-17,1,18.181818181818183,627.1636363636363
2018-03-18,0,22.166666666666668,627.4416666666667
2018-03-18,1,17.88888888888889,626.8555555555555
2018-03-19,0,17.833333333333332,626.95
2018-03-19,1,17.916666666666668,627.2833333333332
2018-03-20,0,20.555555555555557,628.6111111111111
2018-03-20,1,17.625,627.6374999999999
2018-03-21,0,21.636363636363637,629.7636363636364
2018-03-21,1,16.88888888888889,628.7111111111112
2018-03-22,0,21.333333333333332,629.7166666666666
2018-03-22,1,17.636363636363637,629.0909090909092
2018-03-23,0,22.428571428571427,629.1857142857143
2018-03-23,1,17.083333333333332,627.6999999999999
2018-03-24,0,23.666666666666668,629.2666666666665
2018-03-24,1,18.333333333333332,628.3555555555556
2018-03-25,0,22.9,629.4399999999999
2018-03-25,1,18.333333333333332,628.4444444444445
2018-03-26,0,22.416666666666668,629.5999999999999
2018-03-26,1,17.666666666666668,628.8888888888889
2018-03-27,0,20.5,628.525
2018-03-27,1,18.09090909090909,628.6636363636363
2018-03-28,0,21.9,628.47
2018-03-28,1,17.75,627.7249999999999
2018-03-29,0,21.88888888888889,629.588888888889
2018-03-29,1,17.8,628.36
2018-03-30,0,21.636363636363637,629.6272727272726
2018-03-30,1,17.7,628.6099999999999
2018-03-31,0,22.0,628.7333333333332
2018-03-31,1,17.88888888888889,628.3111111111111
2018-04-01,0,24.0,628.3142857142857
2018-04-01,1,18.333333333333332,627.4583333333333
2018-04-02,0,21.8,627.6699999999998
2018-04-02,1,19.0,627.5500000000001
2018-04-03,0,21.5,628.05
2018-04-03,1,17.4,626.8900000000001
2018-04-04,0,21.083333333333332,627.9499999999999
2018-04-04,1,17.25,627.1375
2018-04-05,0,21.25,627.175
2018-04-05,1,17.666666666666668,627.0666666666666
2018-04-06,0,22.3,627.6300000000001
2018-04-06,1,17.727272727272727,626.4272727272727
2018-04-07,0,22.88888888888889,628.1444444444444
2018-04-07,1,18.0,627.1666666666667
2018-04-08,0,22.0,628.5166666666667
2018-04-08,1,17.545454545454547,627.52
2018-04-09,0,22.416666666666668,628.5499999999998
2018-04-09,1,17.5,627.825
2018-04-10,0,23.25,628.4833333333333
2018-04-10,1,18.333333333333332,627.5749999999999
2018-04-11,0,21.88888888888889,627.6444444444444
2018-04-11,1,18.09090909090909,627.5909090909091
2018-04-12,0,22.77777777777778,628.5
2018-04-12,1,18.285714285714285,627.8857142857142
2018-04-13,0,21.916666666666668,628.8000000000001
2018-04-13,1,18.25,628.2625
2018-04-14,0,22.0,629.2571428571429
2018-04-14,1,17.583333333333332,628.3333333333335
2018-04-15,0,20.88888888888889,628.6777777777778
2018-04-15,1,17.0,628.1166666666667
2018-04-16,0,21.666666666666668,628.7333333333332
2018-04-16,1,18.88888888888889,629.0000000000001
2018-04-17,0,20.75,629.5833333333334
2018-04-17,1,17.333333333333332,628.9000000000001
2018-04-18,0,20.75,629.225
2018-04-18,1,18.454545454545453,629.0363636363636
2018-04-19,0,20.333333333333332,628.9222222222222
2018-04-19,1,18.0,629.1777777777777
2018-04-20,0,21.333333333333332,628.5333333333333
2018-04-20,1,18.22222222222222,628.5222222222222
2018-04-21,0,22.7,628.8500000000001
2018-04-21,1,18.375,628.4875
2018-04-22,0,22.875,629.6
2018-04-22,1,17.571428571428573,627.9714285714286
2018-04-23,0,21.11111111111111,628.7
2018-04-23,1,18.25,628.7500000000001
2018-04-24,0,19.5,628.83
2018-04-24,1,16.857142857142858,628.1571428571427
2018-04-25,0,20.3,628.7500000000001
2018-04-25,1,16.90909090909091,628.3818181818182
2018-04-26,0,21.77777777777778,628.7777777777778
2018-04-26,1,17.3,628.2100000000002
2018-04-27,0,20.75,628.9
2018-04-27,1,17.555555555555557,628.6444444444446
2018-04-28,0,20.333333333333332,629.55
2018-04-28,1,17.545454545454547,628.5272727272727
2018-04-29,0,20.416666666666668,629.5833333333334
2018-04-29,1,17.25,628.8583333333335
2018-04-30,0,21.3,629.52
2018-04-30,1,17.454545454545453,628.8909090909091
2018-05-01,0,19.625,629.3375
2018-05-01,1,17.6,628.95
2018-05-02,0,19.666666666666668,629.3749999999999
2018-05-02,1,16.77777777777778,629.111111111111
2018-05-03,0,20.545454545454547,628.7181818181817
2018-05-03,1,17.166666666666668,628.0916666666667
2018-05-04,0,22.875,629.6
2018-05-04,1,17.375,628.1375
2018-05-05,0,21.6,629.27
2018-05-05,1,17.333333333333332,628.2888888888889
2018-05-06,0,22.0,629.9777777777779
2018-05-06,1,17.555555555555557,628.8444444444444
2018-05-07,0,19.083333333333332,629.15
2018-05-07,1,16.88888888888889,629.2333333333332
2018-05-08,0,20.555555555555557,628.688888888889
2018-05-08,1,17.333333333333332,628.6250000000001
2018-05-09,0,21.0,628.7222222222222
2018-05-09,1,16.5,627.85
2018-05-10,0,20.444444444444443,629.2555555555556
2018-05-10,1,16.88888888888889,628.3
